status,employee id,employee email,employee first name,employee last name,start date,end date,employee job title,annual salary (usd),benefits and others,bonus target - % of salary,commission - % of salary,cost center,equity,function,job family,job level,job location,manager’s employee id,okr,employment type
ACTIVE,E000109,dfdemostagingRoderick.Shields@gmail.com,Roderick,Shields,9/1/2018,,Associate Account Executive,63756,11592,0.30,0.00,401 - Sales,17964,Sales,Sales,Associate,US - Remote,E000014,,Permanent Full-time
ACTIVE,E000110,dfdemostagingRyan.Mayo@gmail.com,Ryan,Mayo,9/1/2018,,employee job title,annual salary (usd),benefits and others,0.30,0.00,cost center,17964,function,job family,job level,job location,E000014,,Permanent Full-time
ACTIVE,E000111,dfdemostagingYesenia.Middleton@gmail.com,Yesenia,Middleton,9/1/2018,,Product Manager,79786,11676,0.30,0.00,300 - Product,17964,Product,Product Management,Mid-level,US - Remote,E000015,,Permanent Full-time
ACTIVE,E000112,dfdemostagingAntoine.Moody@gmail.com,Antoine,Moody,9/1/2018,,FE Engineer,48017,7114,0.30,0.00,202 - Eng B2C,17964,Engineering,Engineering/FE,Mid-level,Europe - Krakow,E000015,,Permanent Full-time
ACTIVE,E000113,dfdemostagingSheldon.Vasquez@gmail.com,Sheldon,Vasquez,9/1/2018,,Senior FE Engineer,78827,11501,0.30,0.00,201 - Eng B2B,17964,Engineering,Engineering/FE,Senior,Asia - Singapore,E000015,,Permanent Full-time
ACTIVE,E000114,dfdemostagingLyla.Golden@gmail.com,Lyla,Golden,9/1/2018,,Senior FE Engineer,78907,11513,0.30,0.00,201 - Eng B2B,17964,Engineering,Engineering/FE,Senior,Asia - Singapore,E000015,,Permanent Full-time
ACTIVE,E000115,dfdemostagingPaulina.Greene@gmail.com,Paulina,Greene,9/1/2018,,BE Engineer,48065,7121,0.30,0.00,202 - Eng B2C,17964,Engineering,Engineering/BE,Mid-level,Europe - Krakow,E000015,,Permanent Full-time
ACTIVE,E000116,dfdemostagingMarques.Perez@gmail.com,Marques,Perez,9/1/2018,,Associate Account Executive,63888,11616,0.30,0.00,401 - Sales,17964,Sales,Sales,Associate,US - Remote,E000015,,Permanent Full-time
ACTIVE,E000117,dfdemostagingLyla.Perez@gmail.com,Lyla,Perez,9/1/2018,,Associate Account Executive,63624,11568,0.30,0.00,401 - Sales,17964,Sales,Sales,Associate,US - Remote,E000015,,Permanent Full-time
ACTIVE,E000118,dfdemostagingChanel.Cochran@gmail.com,Chanel,Cochran,9/1/2018,,VP of Sales,113573,16252,0.30,0.00,401 - Sales,17964,Sales,Sales,VP,US - Boston,E000016,,Permanent Full-time
ACTIVE,E000119,dfdemostagingRyan.Hanna@gmail.com,Ryan,Hanna,9/1/2018,,Engineering Director,126490,15616,0.30,0.00,201 - Eng B2B,17964,Engineering,Engineering/Management,Director,US - SF Bay Area,E000016,,Permanent Full-time
ACTIVE,E000120,dfdemostagingAbigail.Tapia@gmail.com,Abigail,Tapia,9/1/2018,,Senior FE Engineer,78827,11501,0.30,0.00,201 - Eng B2B,17964,Engineering,Engineering/FE,Senior,Asia - Singapore,E000016,,Permanent Full-time
ACTIVE,E000121,dfdemostagingAntoine.Underwood@gmail.com,Antoine,Underwood,9/1/2018,,Associate Account Executive,63624,11568,0.30,0.00,401 - Sales,17964,Sales,Sales,Associate,US - Remote,E000016,,Permanent Full-time
ACTIVE,E000122,dfdemostagingTyrell.Tapia@gmail.com,Tyrell,Tapia,9/1/2018,,Product Manager,79786,11676,0.30,0.00,300 - Product,17964,Product,Product Management,Mid-level,US - Remote,E000016,,Permanent Full-time
ACTIVE,E000123,dfdemostagingKaila.Galloway@gmail.com,Kaila,Galloway,9/1/2018,,Principal Product Manager,95645,13608,0.30,0.00,300 - Product,17964,Product,Product Management,Principal,US - Remote,E000016,,Permanent Full-time
ACTIVE,E000124,dfdemostagingSavion.Greene@gmail.com,Savion,Greene,9/1/2018,,FE Engineer,72244,10703,0.30,0.00,201 - Eng B2B,17964,Engineering,Engineering/FE,Mid-level,Asia - Singapore,E000016,,Permanent Full-time
ACTIVE,E000125,dfdemostagingAntoine.Rhodes@gmail.com,Antoine,Rhodes,9/1/2018,,employee job title,annual salary (usd),benefits and others,0.30,0.00,cost center,17964,function,job family,job level,job location,E000017,,Permanent Full-time
ACTIVE,E000126,dfdemostagingPaulina.Underwood@gmail.com,Paulina,Underwood,9/1/2018,,Senior FE Engineer,78827,11501,0.30,0.00,201 - Eng B2B,17964,Engineering,Engineering/FE,Senior,Asia - Singapore,E000017,,Permanent Full-time
ACTIVE,E000127,dfdemostagingEmerson.Cochran@gmail.com,Emerson,Cochran,9/1/2018,,Account Executive,69914,12519,0.30,0.00,401 - Sales,17964,Sales,Sales,Mid-level,US - Remote,E000017,,Permanent Full-time
ACTIVE,E000128,dfdemostagingAiden.Rhodes@gmail.com,Aiden,Rhodes,9/1/2018,,Customer Success Manager,70015,12350,0.30,0.00,402 - Cust Success,17964,Sales,Customer Success,Mid-level,US - Remote,E000017,,Permanent Full-time
ACTIVE,E000129,dfdemostagingMarques.Dennis@gmail.com,Marques,Dennis,9/1/2018,,Marketing Communications Manager,78518,11352,0.30,0.00,500 - Marketing,17964,Marketing,Marketing/Marketing communications,Mid-level,US - SF Bay Area,E000017,,Permanent Full-time
ACTIVE,E000130,dfdemostagingEmerson.Underwood@gmail.com,Emerson,Underwood,9/1/2018,,Principal FE Engineer,95062,13692,0.30,0.00,201 - Eng B2B,17964,Engineering,Engineering/FE,Principal,US - Remote,E000017,,Permanent Full-time
ACTIVE,E000131,dfdemostagingPaulina.Perez@gmail.com,Paulina,Perez,9/1/2018,,Associate Customer Success Manager,63717,11412,0.30,0.00,402 - Cust Success,17964,Sales,Customer Success,Associate,US - Remote,E000017,,Permanent Full-time
ACTIVE,E000132,dfdemostagingKaila.Vasquez@gmail.com,Kaila,Vasquez,9/1/2018,,Engineering Director,126490,15616,0.30,0.00,201 - Eng B2B,17964,Engineering,Engineering/Management,Director,US - SF Bay Area,E000018,,Permanent Full-time
ACTIVE,E000133,dfdemostagingTyrell.Middleton@gmail.com,Tyrell,Middleton,9/1/2018,,Human Resources Manager,98595,14085,0.30,0.00,700 - Admin,17964,Administrative,Administrative/Human Resources,Manager,US - SF Bay Area,E000018,,Permanent Full-time
ACTIVE,E000134,dfdemostagingWyatt.Dennis@gmail.com,Wyatt,Dennis,9/1/2018,,Senior Full Stack Engineer,87496,12766,0.30,0.00,202 - Eng B2C,17964,Engineering,Engineering/Full stack,Senior,US - Boston,E000018,,Permanent Full-time
ACTIVE,E000135,dfdemostagingLyla.Middleton@gmail.com,Lyla,Middleton,9/1/2018,,FE Engineer,47968,7106,0.30,0.00,202 - Eng B2C,17964,Engineering,Engineering/FE,Mid-level,Europe - Krakow,E000018,,Permanent Full-time
ACTIVE,E000136,dfdemostagingChanel.Young@gmail.com,Chanel,Young,9/1/2018,,Engineering Director,126490,15616,0.30,0.00,201 - Eng B2B,17964,Engineering,Engineering/Management,Director,US - SF Bay Area,E000018,,Permanent Full-time
ACTIVE,E000137,dfdemostagingKaila.Kline@gmail.com,Kaila,Kline,9/1/2018,,Senior Product Marketing Manager,86187,12272,0.30,0.00,500 - Marketing,17964,Marketing,Marketing/Product Marketing,Senior,US - SF Bay Area,E000018,,Permanent Full-time
ACTIVE,E000138,dfdemostagingKamila.Lane@gmail.com,Kamila,Lane,9/1/2018,,Principal Product Manager,95645,13608,0.30,0.00,300 - Product,17964,Product,Product Management,Principal,US - Remote,E000018,,Permanent Full-time
ACTIVE,E000139,dfdemostagingKamila.Tapia@gmail.com,Kamila,Tapia,9/1/2018,,FE Engineer,47968,7106,0.30,0.00,202 - Eng B2C,17964,Engineering,Engineering/FE,Mid-level,Europe - Krakow,E000019,,Permanent Full-time
ACTIVE,E000140,dfdemostagingMalaki.Kline@gmail.com,Malaki,Kline,9/1/2018,,FE Engineer,47968,7106,0.30,0.00,202 - Eng B2C,17964,Engineering,Engineering/FE,Mid-level,Europe - Krakow,E000019,,Permanent Full-time
ACTIVE,E000141,dfdemostagingZack.Cooper@gmail.com,Zack,Cooper,9/1/2018,,FE Engineer,48114,7128,0.30,0.00,202 - Eng B2C,17964,Engineering,Engineering/FE,Mid-level,Europe - Krakow,E000019,,Permanent Full-time
ACTIVE,E000142,dfdemostagingKaylen.Shields@gmail.com,Kaylen,Shields,9/1/2018,,Associate Account Executive,63822,11604,0.30,0.00,401 - Sales,17964,Sales,Sales,Associate,US - Remote,E000019,,Permanent Full-time
ACTIVE,E000143,dfdemostagingAntoine.Gentry@gmail.com,Antoine,Gentry,9/1/2018,,Human Resources Manager,98595,14085,0.30,0.00,700 - Admin,17964,Administrative,Administrative/Human Resources,Manager,US - SF Bay Area,E000019,,Permanent Full-time
ACTIVE,E000144,dfdemostagingUlises.Kline@gmail.com,Ulises,Kline,9/1/2018,,Chief of Staff,107676,13958,0.30,0.00,100 - C-Suite,17964,CEO Office,General Management,Principal,US - SF Bay Area,E000019,,Permanent Full-time
ACTIVE,E000145,dfdemostagingWyatt.Mcfarland@gmail.com,Wyatt,Mcfarland,9/1/2018,,Account Executive,69914,12519,0.30,0.00,401 - Sales,17964,Sales,Sales,Mid-level,US - Remote,E000019,,Permanent Full-time
ACTIVE,E000146,dfdemostagingBailee.Fowler@gmail.com,Bailee,Fowler,9/1/2018,,Associate Customer Success Manager,63784,11424,0.30,0.00,402 - Cust Success,17964,Sales,Customer Success,Associate,US - Remote,E000020,,Permanent Full-time
ACTIVE,E000147,dfdemostagingDakota.Guzman@gmail.com,Dakota,Guzman,9/1/2018,,Customer Success Manager,70015,12350,0.30,0.00,402 - Cust Success,17964,Sales,Customer Success,Mid-level,US - Remote,E000020,,Permanent Full-time
ACTIVE,E000148,dfdemostagingMarques.Mayo@gmail.com,Marques,Mayo,9/1/2018,,Senior Product Marketing Manager,86187,12272,0.30,0.00,500 - Marketing,17964,Marketing,Marketing/Product Marketing,Senior,US - SF Bay Area,E000020,,Permanent Full-time
ACTIVE,E000149,dfdemostagingMarques.Young@gmail.com,Marques,Young,9/1/2018,,Senior BE Engineer,87764,12805,0.30,0.00,201 - Eng B2B,17964,Engineering,Engineering/BE,Senior,US - Remote,E000020,,Permanent Full-time
ACTIVE,E000150,dfdemostagingLyla.Young@gmail.com,Lyla,Young,9/1/2018,,VP of Product Management,143762,16558,0.30,0.00,300 - Product,17964,Product,Product Management,VP,US - SF Bay Area,E000020,,Permanent Full-time
ACTIVE,E000151,dfdemostagingAdalyn.Sanchez@gmail.com,Adalyn,Sanchez,9/1/2018,,Associate Customer Success Manager,63985,11460,0.30,0.00,402 - Cust Success,17964,Sales,Customer Success,Associate,US - Remote,E000020,,Permanent Full-time
ACTIVE,E000152,dfdemostagingSheldon.Coleman@gmail.com,Sheldon,Coleman,9/1/2018,,FE Engineer,72463,10735,0.30,0.00,201 - Eng B2B,17964,Engineering,Engineering/FE,Mid-level,Asia - Singapore,E000020,,Permanent Full-time
ACTIVE,E000153,dfdemostagingMarques.Lester@gmail.com,Marques,Lester,9/1/2018,,Senior FE Engineer,78907,11513,0.30,0.00,201 - Eng B2B,17964,Engineering,Engineering/FE,Senior,Asia - Singapore,E000021,,Permanent Full-time
ACTIVE,E000154,dfdemostagingWyatt.Kline@gmail.com,Wyatt,Kline,9/1/2018,,Associate Product Designer,68164,10681,0.30,0.00,300 - Product,17964,Product,Design,Associate,US - Remote,E000021,,Permanent Full-time
ACTIVE,E000155,dfdemostagingMarques.Shields@gmail.com,Marques,Shields,9/1/2018,,Engineering Director,126490,15616,0.30,0.00,201 - Eng B2B,17964,Engineering,Engineering/Management,Director,US - SF Bay Area,E000021,,Permanent Full-time
ACTIVE,E000156,dfdemostagingMalaki.Shields@gmail.com,Malaki,Shields,9/1/2018,,Associate Account Executive,63888,11616,0.30,0.00,401 - Sales,17964,Sales,Sales,Associate,US - Remote,E000021,,Permanent Full-time
ACTIVE,E000157,dfdemostagingLily.Moody@gmail.com,Lily,Moody,9/1/2018,,Associate Account Executive,63822,11604,0.30,0.00,401 - Sales,17964,Sales,Sales,Associate,US - Remote,E000021,,Permanent Full-time
ACTIVE,E000158,dfdemostagingAntoine.Erickson@gmail.com,Antoine,Erickson,9/1/2018,,employee job title,annual salary (usd),benefits and others,0.30,0.00,cost center,17964,function,job family,job level,job location,E000021,,Permanent Full-time
ACTIVE,E000159,dfdemostagingAlbert.Guzman@gmail.com,Albert,Guzman,9/1/2018,,Accounting Manager,104075,14115,0.30,0.00,600 - Finance,17964,Finance,Accounting,Manager,US - SF Bay Area,E000021,,Permanent Full-time
ACTIVE,E000160,dfdemostagingRyan.Villarreal@gmail.com,Ryan,Villarreal,9/1/2018,,Product Manager,79786,11676,0.30,0.00,300 - Product,17964,Product,Product Management,Mid-level,US - Remote,E000022,,Permanent Full-time
ACTIVE,E000161,dfdemostagingKamila.Guzman@gmail.com,Kamila,Guzman,9/1/2018,,FE Engineer,72244,10703,0.30,0.00,201 - Eng B2B,17964,Engineering,Engineering/FE,Mid-level,Asia - Singapore,E000022,,Permanent Full-time
ACTIVE,E000162,dfdemostagingLyla.Kline@gmail.com,Lyla,Kline,9/1/2018,,Associate Account Executive,63690,11580,0.30,0.00,401 - Sales,17964,Sales,Sales,Associate,US - Remote,E000022,,Permanent Full-time
ACTIVE,E000163,dfdemostagingYesenia.Cooper@gmail.com,Yesenia,Cooper,9/1/2018,,Senior BE Engineer,87853,12818,0.30,0.00,201 - Eng B2B,17964,Engineering,Engineering/BE,Senior,US - SF Bay Area,E000022,,Permanent Full-time
ACTIVE,E000164,dfdemostagingLyla.Robles@gmail.com,Lyla,Robles,9/1/2018,,FE Engineer,47968,7106,0.30,0.00,202 - Eng B2C,17964,Engineering,Engineering/FE,Mid-level,Europe - Krakow,E000022,,Permanent Full-time
ACTIVE,E000165,dfdemostagingSavion.Guzman@gmail.com,Savion,Guzman,9/1/2018,,Senior FE Engineer,78827,11501,0.30,0.00,201 - Eng B2B,17964,Engineering,Engineering/FE,Senior,Asia - Singapore,E000022,,Permanent Full-time
ACTIVE,E000166,dfdemostagingEmerson.Lester@gmail.com,Emerson,Lester,9/1/2018,,Associate Customer Success Manager,63985,11460,0.30,0.00,402 - Cust Success,17964,Sales,Customer Success,Associate,US - Remote,E000022,,Permanent Full-time
ACTIVE,E000167,dfdemostagingIreland.Lane@gmail.com,Ireland,Lane,9/1/2018,,Marketing Communications Manager,78518,11352,0.30,0.00,500 - Marketing,17964,Marketing,Marketing/Marketing communications,Mid-level,US - SF Bay Area,E000023,,Permanent Full-time
ACTIVE,E000168,dfdemostagingJustine.Fowler@gmail.com,Justine,Fowler,9/1/2018,,Senior BE Engineer,87853,12818,0.30,0.00,201 - Eng B2B,17964,Engineering,Engineering/BE,Senior,US - SF Bay Area,E000023,,Permanent Full-time
ACTIVE,E000169,dfdemostagingIreland.Robles@gmail.com,Ireland,Robles,9/1/2018,,BE Engineer,48065,7121,0.30,0.00,202 - Eng B2C,17964,Engineering,Engineering/BE,Mid-level,Europe - Krakow,E000023,,Permanent Full-time
ACTIVE,E000170,dfdemostagingAiden.Perez@gmail.com,Aiden,Perez,9/1/2018,,Full Stack Engineer,80433,11916,0.30,0.00,201 - Eng B2B,17964,Engineering,Engineering/Full stack,Mid-level,US - SF Bay Area,E000023,,Permanent Full-time
ACTIVE,E000171,dfdemostagingSavion.Villarreal@gmail.com,Savion,Villarreal,9/1/2018,,Account Executive,69769,12493,0.30,0.00,401 - Sales,17964,Sales,Sales,Mid-level,US - Boston,E000023,,Permanent Full-time
ACTIVE,E000172,dfdemostagingRyann.Lane@gmail.com,Ryann,Lane,9/1/2018,,Associate Customer Success Manager,63784,11424,0.30,0.00,402 - Cust Success,17964,Sales,Customer Success,Associate,US - Remote,E000023,,Permanent Full-time
ACTIVE,E000173,dfdemostagingLyla.Hanna@gmail.com,Lyla,Hanna,9/1/2018,,Full Stack Engineer,80433,11916,0.30,0.00,201 - Eng B2B,17964,Engineering,Engineering/Full stack,Mid-level,US - SF Bay Area,E000023,,Permanent Full-time
ACTIVE,E000174,dfdemostagingIreland.Moody@gmail.com,Ireland,Moody,9/1/2018,,Accounting Manager,104075,14115,0.30,0.00,600 - Finance,17964,Finance,Accounting,Manager,US - SF Bay Area,E000024,,Permanent Full-time
ACTIVE,E000175,dfdemostagingDakota.Lester@gmail.com,Dakota,Lester,9/1/2018,,Senior Product Designer,83226,12610,0.30,0.00,300 - Product,17964,Product,Design,Senior,US - Remote,E000024,,Permanent Full-time
ACTIVE,E000176,dfdemostagingPaulina.Shields@gmail.com,Paulina,Shields,9/1/2018,,Principal Product Manager,95645,13608,0.30,0.00,300 - Product,17964,Product,Product Management,Principal,US - Remote,E000024,,Permanent Full-time
ACTIVE,E000177,dfdemostagingAdalyn.Cochran@gmail.com,Adalyn,Cochran,9/1/2018,,Account Executive,69696,12480,0.30,0.00,401 - Sales,17964,Sales,Sales,Mid-level,US - Remote,E000024,,Permanent Full-time
ACTIVE,E000178,dfdemostagingAdalyn.Ingram@gmail.com,Adalyn,Ingram,9/1/2018,,Marketing Communications Manager,78518,11352,0.30,0.00,500 - Marketing,17964,Marketing,Marketing/Marketing communications,Mid-level,US - SF Bay Area,E000024,,Permanent Full-time
ACTIVE,E000179,dfdemostagingAntoine.Mcfarland@gmail.com,Antoine,Mcfarland,9/1/2018,,Associate Customer Success Manager,63851,11436,0.30,0.00,402 - Cust Success,17964,Sales,Customer Success,Associate,US - Remote,E000024,,Permanent Full-time
ACTIVE,E000180,dfdemostagingLily.Perez@gmail.com,Lily,Perez,9/1/2018,,Senior FE Engineer,52444,7652,0.30,0.00,202 - Eng B2C,17964,Engineering,Engineering/FE,Senior,Europe - Krakow,E000024,,Permanent Full-time
ACTIVE,E000181,dfdemostagingSavion.Galloway@gmail.com,Savion,Galloway,9/1/2018,,Chief of Staff,107676,13958,0.30,0.00,100 - C-Suite,17964,CEO Office,General Management,Principal,US - SF Bay Area,E000025,,Permanent Full-time
ACTIVE,E000182,dfdemostagingAiden.Rasmussen@gmail.com,Aiden,Rasmussen,9/1/2018,,Senior Account Executive,75874,13412,0.30,0.00,401 - Sales,17964,Sales,Sales,Senior,US - Remote,E000025,,Permanent Full-time
ACTIVE,E000183,dfdemostagingUlises.Ingram@gmail.com,Ulises,Ingram,9/1/2018,,Director of Customer Success,101733,15184,0.30,0.00,402 - Cust Success,17964,Sales,Customer Success,Director,US - Remote,E000025,,Permanent Full-time
ACTIVE,E000184,dfdemostagingJustine.Golden@gmail.com,Justine,Golden,9/1/2018,,Senior Financial Analyst,81860,12246,0.30,0.00,600 - Finance,17964,Finance,Finance/FP&A,Senior,US - SF Bay Area,E000025,,Permanent Full-time
ACTIVE,E000185,dfdemostagingAlbert.Underwood@gmail.com,Albert,Underwood,9/1/2018,,VP of Sales,113573,16252,0.30,0.00,401 - Sales,17964,Sales,Sales,VP,US - Boston,E000025,,Permanent Full-time
ACTIVE,E000186,dfdemostagingMarques.Kline@gmail.com,Marques,Kline,9/1/2018,,Chief of Staff,107676,13958,0.3​0,0.00,100 - C-Suite,17964,CEO Office,General Management,Principal,US - SF Bay Area,E000025,,Permanent Full-time
ACTIVE,E000187,dfdemostagingBailee.Mcfarland@gmail.com,Bailee,Mcfarland,9/1/2018,,Associate Customer Success Manager,63851,11436,0.30,0.00,402 - Cust Success,17964,Sales,Customer Success,Associate,US - Remote,E000025,,Permanent Full-time
ACTIVE,E000188,dfdemostagingRoderick.Galloway@gmail.com,Roderick,Galloway,9/1/2018,,Associate Customer Success Manager,63918,11448,0.30,0.00,402 - Cust Success,17964,Sales,Customer Success,Associate,US - Remote,E000026,,Permanent Full-time
ACTIVE,E000189,dfdemostagingLyla.Mayo@gmail.com,Lyla,Mayo,9/1/2018,,Engineering Director,126490,15616,.30,0.00,201 - Eng B2B,17964,Engineering,Engineering/Management,Director,US - SF Bay Area,E000026,,Permanent Full-time
ACTIVE,E000190,dfdemostagingJustine.Mcfarland@gmail.com,Justine,Mcfarland,9/1/2018,,Senior FE Engineer,52391,7644,0.30,0.00,202 - Eng B2C,17964,Engineering,Engineering/FE,Senior,Europe - Krakow,E000026,,Permanent Full-time
ACTIVE,E000191,dfdemostagingKaylen.Lester@gmail.com,Kaylen,Lester,9/1/2018,,Senior FE Engineer,78907,11513,0.30,0.00,201 - Eng B2B,17964,Engineering,Engineering/FE,Senior,Asia - Singapore,E000026,,Permanent Full-time
ACTIVE,E000192,dfdemostagingAiden.Guzman@gmail.com,Aiden,Guzman,9/1/2018,,Associate Customer Success Manager,63918,11448,0.30,0.00,402 - Cust Success,17964,Sales,Customer Success,Associate,US - Remote,E000026,,Permanent Full-time
ACTIVE,E000193,dfdemostagingLily.Cooper@gmail.com,Lily,Cooper,9/1/2018,,Account Executive,69914,12519,30%,0.00,401 - Sales,17964,Sales,Sales,Mid-level,US - Remote,E000026,,Permanent Full-time
ACTIVE,E000194,dfdemostagingAiden.Villarreal@gmail.com,Aiden,Villarreal,9/1/2018,,Account Executive,69696,12480,0.30,0.00,401 - Sales,17964,Sales,Sales,Mid-level,US - Remote,E000026,,Permanent Full-time
ACTIVE,E000195,dfdemostagingBailee.Perez@gmail.com,Bailee,Perez,9/1/2018,,Associate Customer Success Manager,63784,11424,0.30,0.00,402 - Cust Success,17964,Sales,Customer Success,Associate,US - Remote,E000027,,Permanent Full-time
